,Rate,Gdp,Import,Export
2022-11-06,19567.705101,72090.1041095905,46674261484.78245,47726098977.54541
2022-11-07,19468.58913,72084.78082191927,46689285151.34546,47728048800.57229
2022-11-08,19640.164136,72079.45753424804,46704308817.90847,47729998623.59917
2022-11-09,19732.702424,72074.13424657681,46719332484.47148,47731948446.626045
2022-11-10,19636.75,72068.81095890558,46734356151.03449,47733898269.65292
2022-11-11,19973.199228,72063.48767123435,46749379817.5975,47735848092.6798
2022-11-12,20328.778194,72058.16438356313,46764403484.160515,47737797915.70668
2022-11-13,20330.886878,72052.8410958919,46779427150.723526,47739747738.73356
2022-11-14,20255.571574,72047.51780822067,46794450817.28654,47741697561.76044
2022-11-15,20230.900636,72042.19452054944,46809474483.84955,47743647384.787315
2022-11-16,20277.994755,72036.87123287821,46824498150.41256,47745597207.81419
2022-11-17,20370.845593,72031.54794520698,46839521816.97557,47747547030.84107
2022-11-18,20316.459961,72026.22465753576,46854545483.53858,47749496853.86795
2022-11-19,20277.174379,72020.90136986453,46869569150.10159,47751446676.89483
2022-11-20,20277.174379,72015.5780821933,46884592816.664604,47753396499.92171
2022-11-21,20234.348261,72010.25479452207,46899616483.227615,47755346322.948586
2022-11-22,20084.745329,72004.93150685084,46914640149.79063,47757296145.975464
2022-11-23,20220.882188,71999.60821917962,46929663816.35364,47759245969.00234
2022-11-24,20400.732787,71994.28493150839,46944687482.91665,47761195792.02922
2022-11-25,20384.879989,71988.96164383716,46959711149.47966,47763145615.0561
2022-11-26,20412.326807,71983.63835616593,46974734816.04267,47765095438.08298
2022-11-27,20412.326807,71978.3150684947,46989758482.60568,47767045261.109856
2022-11-28,20338.174026,71972.99178082347,47004782149.16869,47768995084.136734
2022-11-29,20284.080619,71967.66849315225,47019805815.731705,47770944907.16361
2022-11-30,20253.059917,71962.34520548102,47034829482.294716,47772894730.19049
2022-12-01,20445.420818,71957.02191780979,47049853148.85773,47774844553.21737
2022-12-02,20613.786798,71951.69863013856,47064876815.42074,47776794376.24425
2022-12-03,20652.222075,71946.37534246733,47079900481.98375,47778744199.271126
2022-12-04,20660.066,71941.0520547961,47094924148.54676,47780694022.298004
2022-12-05,20671.61129,71935.72876712488,47109947815.10977,47782643845.32488
2022-12-06,20581.964352,71930.40547945365,47124971481.67278,47784593668.35176
2022-12-07,20509.607578,71925.08219178242,47139995148.235794,47786543491.37864
2022-12-08,20602.953474,71919.7589041112,47155018814.798805,47788493314.40552
2022-12-09,20688.641018,71914.43561643997,47170042481.36182,47790443137.432396
2022-12-10,20672.835282,71909.11232876874,47185066147.92483,47792392960.459274
2022-12-11,20671.825505,71903.78904109751,47200089814.48784,47794342783.48615
2022-12-12,20620.286168,71898.46575342628,47215113481.05085,47796292606.51303
2022-12-13,20657.23354,71893.14246575505,47230137147.61386,47798242429.53991
2022-12-14,20829.123901,71887.81917808382,47245160814.17687,47800192252.56679
2022-12-15,20923.185784,71882.4958904126,47260184480.73988,47802142075.593666
2022-12-16,20852.834925,71877.17260274137,47275208147.302895,47804091898.620544
2022-12-17,20770.403551,71871.84931507014,47290231813.865906,47806041721.64742
2022-12-18,20774.806624,71866.52602739891,47305255480.42892,47807991544.6743
2022-12-19,20764.24693,71861.20273972768,47320279146.99193,47809941367.70118
2022-12-20,20786.046191,71855.87945205646,47335302813.55494,47811891190.72806
2022-12-21,20826.246071,71850.55616438523,47350326480.11795,47813841013.75494
2022-12-22,20792.438168,71845.232876714,47365350146.68096,47815790836.781815
2022-12-23,20781.422385,71839.90958904277,47380373813.24397,47817740659.80869
2022-12-24,20904.345329,71834.58630137154,47395397479.806984,47819690482.83557
2022-12-25,20908.805379,71829.26301370031,47410421146.369995,47821640305.86245
2022-12-26,20908.935265,71823.93972602909,47425444812.93301,47823590128.88933
2022-12-27,20865.485108,71818.61643835786,47440468479.49602,47825539951.91621
