,Rate,Gdp,Import,Export
2022-09-15,4.515532,402042.5342465815,262671330611.79785,285574787315.53937
2022-09-16,4.529757,402020.8904109651,262588655692.75647,285468541787.48914
2022-09-17,4.542452,401999.24657534866,262505980773.7151,285362296259.4389
2022-09-18,4.542897,401977.60273973225,262423305854.6737,285256050731.3887
2022-09-19,4.543872,401955.95890411583,262340630935.63232,285149805203.33844
2022-09-20,4.549269,401934.3150684994,262257956016.59094,285043559675.2882
2022-09-21,4.546634,401912.671232883,262175281097.54956,284937314147.238
2022-09-22,22390.919672,401891.0273972666,262092606178.50818,284831068619.18774
2022-09-23,4.494811,401869.3835616502,262009931259.4668,284724823091.1375
2022-09-24,4.436404,401847.73972603376,261927256340.4254,284618577563.0873
2022-09-25,4.436404,401826.09589041735,261844581421.38403,284512332035.03705
2022-09-26,4.435353,401804.45205480093,261761906502.34265,284406086506.9868
2022-09-27,4.40461,401782.8082191845,261679231583.30127,284299840978.9366
2022-09-28,4.424035,401761.1643835681,261596556664.2599,284193595450.88635
2022-09-29,4.496644,401739.5205479517,261513881745.2185,284087349922.8361
2022-09-30,4.553955,401717.8767123353,261431206826.17712,283981104394.7859
2022-10-01,4.546516,401696.23287671886,261348531907.13574,283874858866.73566
2022-10-02,4.546516,401674.58904110244,261265856988.09436,283768613338.6854
2022-10-03,4.540751,401652.94520548603,261183182069.05298,283662367810.6352
2022-10-04,4.570827,401631.3013698696,261100507150.0116,283556122282.58496
2022-10-05,4.639509,401609.6575342532,261017832230.9702,283449876754.5347
2022-10-06,4.583364,401588.0136986368,260935157311.92883,283343631226.4845
2022-10-07,4.543455,401566.3698630204,260852482392.88745,283237385698.43427
2022-10-08,4.516989,401544.72602740396,260769807473.84607,283131140170.38403
2022-10-09,4.516989,401523.08219178754,260687132554.8047,283024894642.3338
2022-10-10,4.5249,401501.43835617113,260604457635.7633,282918649114.28357
2022-10-11,4.515771,401479.7945205547,260521782716.72192,282812403586.23334
2022-10-12,4.52928,401458.1506849383,260439107797.68054,282706158058.1831
