,Rate,Gdp,Import,Export
2022-02-12,3.325817,25651.591780821844,15805852480.562412,13461994899.425453
2022-02-13,3.325817,25667.463013698554,15812074231.175703,13467291653.751535
2022-02-14,3.326329,25683.334246575265,15818295981.788994,13472588408.077618
2022-02-15,3.393078,25699.205479451975,15824517732.402285,13477885162.4037
2022-02-16,3.327099,25715.076712328686,15830739483.015575,13483181916.729782
2022-02-17,3.402562,25730.947945205397,15836961233.628866,13488478671.055864
2022-02-18,3.396112,25746.819178082107,15843182984.242157,13493775425.381947
2022-02-19,3.374521,25762.690410958818,15849404734.855448,13499072179.708029
2022-02-20,3.374521,25778.56164383553,15855626485.468739,13504368934.034111
2022-02-21,3.37297,25794.43287671224,15861848236.08203,13509665688.360193
2022-02-22,3.372487,25810.30410958895,15868069986.69532,13514962442.686275
2022-02-23,3.371646,25826.17534246566,15874291737.30861,13520259197.012358
2022-02-24,3.356047,25842.04657534237,15880513487.921902,13525555951.33844
2022-02-25,3.53641,25857.91780821908,15886735238.535192,13530852705.664522
2022-02-26,3.573866,25873.78904109579,15892956989.148483,13536149459.990604
2022-02-27,3.573866,25889.660273972502,15899178739.761774,13541446214.316687
2022-02-28,3.540657,25905.531506849213,15905400490.375065,13546742968.642769
2022-03-01,3.55209,25921.402739725923,15911622240.988356,13552039722.968851
2022-03-02,3.526363,25937.273972602634,15917843991.601646,13557336477.294933
2022-03-03,3.563517,25953.145205479344,15924065742.214937,13562633231.621016
2022-03-04,3.533155,25969.016438356055,15930287492.828228,13567929985.947098
2022-03-05,3.667903,25984.887671232766,15936509243.441519,13573226740.27318
2022-03-06,3.667903,26000.758904109476,15942730994.05481,13578523494.599262
2022-03-07,3.63476,26016.630136986187,15948952744.6681,13583820248.925344
2022-03-08,3.67945,26032.501369862897,15955174495.281391,13589117003.251427
2022-03-09,3.757791,26048.372602739608,15961396245.894682,13594413757.577509
2022-03-10,3.732829,26064.24383561632,15967617996.507973,13599710511.903591
2022-03-11,3.614819,26080.11506849303,15973839747.121264,13605007266.229673
2022-03-12,3.514098,26095.98630136974,15980061497.734554,13610304020.555756
2022-03-13,3.514098,26111.85753424645,15986283248.347845,13615600774.881838
2022-03-14,3.514822,26127.72876712316,15992504998.961136,13620897529.20792
2022-03-15,3.524358,26143.59999999987,15998726749.574427,13626194283.534002
2022-03-16,3.501601,26159.47123287658,16004948500.187717,13631491037.860085
2022-03-17,3.528102,26175.342465753292,16011170250.801008,13636787792.186167
2022-03-18,3.568804,26191.213698630003,16017392001.414299,13642084546.512249
2022-03-19,3.556655,26207.084931506713,16023613752.02759,13647381300.838331
2022-03-20,3.556655,26222.956164383424,16029835502.64088,13652678055.164413
2022-03-21,3.551769,26238.827397260135,16036057253.254171,13657974809.490496
2022-03-22,3.547913,26254.698630136845,16042279003.867462,13663271563.816578
2022-03-23,3.549576,26270.569863013556,16048500754.480753,13668568318.14266
2022-03-24,3.56363,26286.441095890266,16054722505.094044,13673865072.468742
2022-03-25,3.550839,26302.312328766977,16060944255.707335,13679161826.794825
2022-03-26,3.526157,26318.183561643687,16067166006.320625,13684458581.120907
2022-03-27,3.526157,26334.054794520398,16073387756.933916,13689755335.44699
2022-03-28,3.530013,26349.92602739711,16079609507.547207,13695052089.773071
2022-03-29,3.478446,26365.79726027382,16085831258.160498,13700348844.099154
2022-03-30,3.485185,26381.66849315053,16092053008.773788,13705645598.425236
2022-03-31,3.440802,26397.53972602724,16098274759.38708,13710942352.751318
2022-04-01,3.418006,26413.41095890395,16104496510.00037,13716239107.0774
2022-04-02,3.419541,26429.28219178066,16110718260.61366,13721535861.403482
2022-04-03,3.419471,26445.153424657372,16116940011.226952,13726832615.729565
2022-04-04,3.379286,26461.024657534083,16123161761.840242,13732129370.055647
2022-04-05,3.383922,26476.895890410793,16129383512.453533,13737426124.38173
2022-04-06,3.366639,26492.767123287504,16135605263.066824,13742722878.707811
2022-04-07,3.359204,26508.638356164214,16141827013.680115,13748019633.033894
2022-04-08,3.345713,26524.509589040925,16148048764.293406,13753316387.359976
2022-04-09,3.322608,26540.380821917635,16154270514.906696,13758613141.686058
2022-04-10,3.322608,26556.252054794346,16160492265.519987,13763909896.01214
2022-04-11,3.32559,26572.123287671056,16166714016.133278,13769206650.338223
2022-04-12,3.340439,26587.994520547767,16172935766.746569,13774503404.664305
2022-04-13,3.312816,26603.865753424478,16179157517.35986,13779800158.990387
2022-04-14,3.347256,26619.736986301188,16185379267.97315,13785096913.31647
2022-04-15,3.312788,26635.6082191779,16191601018.586441,13790393667.642551
2022-04-16,3.31465,26651.47945205461,16197822769.199732,13795690421.968634
2022-04-17,3.31465,26667.35068493132,16204044519.813023,13800987176.294716
2022-04-18,3.309881,26683.22191780803,16210266270.426313,13806283930.620798
2022-04-20,3.275741,26714.96438356145,16222709771.652895,13816877439.272963
2022-04-21,3.292875,26730.835616438162,16228931522.266186,13822174193.599045
2022-04-22,3.293805,26746.706849314873,16235153272.879477,13827470947.925127
2022-04-23,3.27765,26762.578082191583,16241375023.492767,13832767702.25121
2022-04-24,3.27765,26778.449315068294,16247596774.106058,13838064456.577291
