,Rate,Gdp,Import,Export
2022-03-12,2.195621,2889.1917808219087,1572701560.2739692,1401085406.221625
2022-03-13,2.195621,2889.794520547936,1572697296.8493116,1401542954.6803503
2022-03-14,2.196269,2890.397260273963,1572693033.424654,1402000503.1390755
2022-03-15,2.192398,2890.9999999999905,1572688769.9999964,1402458051.5978007
2022-03-16,2.207561,2891.6027397260177,1572684506.5753388,1402915600.056526
2022-03-17,2.219699,2892.205479452045,1572680243.1506813,1403373148.5152512
2022-03-18,2.238962,2892.8082191780722,1572675979.7260237,1403830696.9739764
2022-03-19,2.229156,2893.4109589040995,1572671716.301366,1404288245.4327016
2022-03-20,2.229156,2894.013698630127,1572667452.8767085,1404745793.8914268
2022-03-21,2.226091,2894.616438356154,1572663189.452051,1405203342.350152
2022-03-22,2.217782,2895.2191780821813,1572658926.0273933,1405660890.8088772
2022-03-23,2.216245,2895.8219178082086,1572654662.6027358,1406118439.2676024
2022-03-24,2.211266,2896.424657534236,1572650399.1780782,1406575987.7263277
2022-03-25,2.20928,2897.027397260263,1572646135.7534206,1407033536.1850529
2022-03-26,2.215287,2897.6301369862904,1572641872.328763,1407491084.643778
2022-03-27,2.220712,2898.2328767123176,1572637608.9041054,1407948633.1025033
2022-03-28,2.215664,2898.835616438345,1572633345.4794478,1408406181.5612285
2022-03-29,2.231861,2899.438356164372,1572629082.0547903,1408863730.0199537
2022-03-30,2.247947,2900.0410958903994,1572624818.6301327,1409321278.478679
2022-03-31,2.23161,2900.6438356164267,1572620555.205475,1409778826.9374042
2022-04-01,2.227491,2901.246575342454,1572616291.7808175,1410236375.3961294
2022-04-02,2.231053,2901.8493150684812,1572612028.35616,1410693923.8548546
2022-04-03,2.23106,2902.4520547945085,1572607764.9315023,1411151472.3135798
2022-04-04,2.211231,2903.054794520536,1572603501.5068448,1411609020.772305
2022-04-05,2.197648,2903.657534246563,1572599238.0821872,1412066569.2310302
2022-04-06,2.199271,2904.2602739725903,1572594974.6575296,1412524117.6897554
2022-04-07,2.198182,2904.8630136986176,1572590711.232872,1412981666.1484807
2022-04-08,2.196084,2905.465753424645,1572586447.8082144,1413439214.6072059
2022-04-09,2.193136,2906.068493150672,1572582184.3835568,1413896763.065931
2022-04-10,2.193136,2906.6712328766994,1572577920.9588993,1414354311.5246563
2022-04-11,2.195094,2907.2739726027266,1572573657.5342417,1414811859.9833815
2022-04-12,2.195258,2907.876712328754,1572569394.109584,1415269408.4421067
2022-04-13,2.182354,2908.479452054781,1572565130.6849265,1415726956.900832
2022-04-14,2.182381,2909.0821917808084,1572560867.260269,1416184505.3595572
2022-04-15,2.179337,2909.6849315068357,1572556603.8356113,1416642053.8182824
2022-04-16,2.19918,2910.287671232863,1572552340.4109538,1417099602.2770076
2022-04-17,2.19918,2910.8904109588902,1572548076.9862962,1417557150.7357328
2022-04-18,2.197914,2911.4931506849175,1572543813.5616386,1418014699.194458
2022-04-20,2.176512,2912.698630136972,1572535286.7123234,1418929796.1119084
2022-04-21,2.187852,2913.3013698629993,1572531023.2876658,1419387344.5706336
2022-04-22,2.196201,2913.9041095890266,1572526759.8630083,1419844893.0293589
2022-04-23,2.175539,2914.506849315054,1572522496.4383507,1420302441.488084
2022-04-24,2.18276,2915.109589041081,1572518233.013693,1420759989.9468093
2022-04-25,2.183798,2915.7123287671084,1572513969.5890355,1421217538.4055345
2022-04-26,2.15962,2916.3150684931356,1572509706.164378,1421675086.8642597
2022-04-27,2.146847,2916.917808219163,1572505442.7397203,1422132635.322985
2022-04-28,2.127922,2917.52054794519,1572501179.3150628,1422590183.7817101
2022-04-29,2.117257,2918.1232876712174,1572496915.8904052,1423047732.2404354
2022-04-30,2.125413,2918.7260273972447,1572492652.4657476,1423505280.6991606
2022-05-01,2.125413,2919.328767123272,1572488389.04109,1423962829.1578858
2022-05-02,2.122337,2919.9315068492992,1572484125.6164324,1424420377.616611
2022-05-03,2.121196,2920.5342465753265,1572479862.1917748,1424877926.0753362
2022-05-04,2.11133,2921.1369863013538,1572475598.7671173,1425335474.5340614
2022-05-05,2.141412,2921.739726027381,1572471335.3424597,1425793022.9927866
2022-05-06,2.126744,2922.3424657534083,1572467071.917802,1426250571.4515119
2022-05-07,2.12593,2922.9452054794356,1572462808.4931445,1426708119.910237
2022-05-08,2.12593,2923.547945205463,1572458545.068487,1427165668.3689623
2022-05-09,2.121634,2924.15068493149,1572454281.6438293,1427623216.8276875
2022-05-10,2.129886,2924.7534246575174,1572450018.2191718,1428080765.2864127
2022-05-11,2.121161,2925.3561643835446,1572445754.7945142,1428538313.745138
2022-05-12,2.117864,2925.958904109572,1572441491.3698566,1428995862.2038631
2022-05-13,2.091521,2926.561643835599,1572437227.945199,1429453410.6625884
2022-05-14,2.096941,2927.1643835616264,1572432964.5205414,1429910959.1213136
2022-05-15,2.096941,2927.7671232876537,1572428701.0958838,1430368507.5800388
2022-05-16,2.094868,2928.369863013681,1572424437.6712263,1430826056.038764
2022-05-17,2.106474,2928.9726027397082,1572420174.2465687,1431283604.4974892
