,Rate,Gdp,Import,Export
2022-05-30,380.605709,78314.71506849307,18830980489.270954,16641573956.064756
2022-05-31,392.993343,78339.75342465745,18832349588.135895,16644747190.802114
2022-06-01,389.045891,78364.79178082183,18833718687.000835,16647920425.539473
2022-06-02,382.902505,78389.83013698622,18835087785.865776,16651093660.27683
2022-06-03,387.051266,78414.8684931506,18836456884.730717,16654266895.014189
2022-06-04,386.575992,78439.90684931498,18837825983.595657,16657440129.751547
2022-06-05,387.205277,78464.94520547937,18839195082.460598,16660613364.488905
2022-06-06,387.412981,78489.98356164375,18840564181.32554,16663786599.226263
2022-06-07,386.871944,78515.02191780813,18841933280.19048,16666959833.963621
2022-06-08,384.605925,78540.06027397251,18843302379.05542,16670133068.70098
2022-06-09,383.951163,78565.0986301369,18844671477.92036,16673306303.438337
2022-06-10,382.412648,78590.13698630128,18846040576.7853,16676479538.175695
2022-06-11,377.2286,78615.17534246566,18847409675.65024,16679652772.913054
2022-06-12,379.767845,78640.21369863005,18848778774.515182,16682826007.650412
2022-06-13,378.668358,78665.25205479443,18850147873.380123,16685999242.38777
2022-06-14,375.226048,78690.29041095881,18851516972.245064,16689172477.125128
2022-06-15,364.303242,78715.3287671232,18852886071.110004,16692345711.862486
2022-06-16,376.34895,78740.36712328758,18854255169.974945,16695518946.599844
2022-06-17,379.648509,78765.40547945196,18855624268.839886,16698692181.337202
2022-06-18,376.709215,78790.44383561634,18856993367.704826,16701865416.07456
2022-06-19,377.547025,78815.48219178073,18858362466.569767,16705038650.811918
2022-06-20,377.378232,78840.52054794511,18859731565.434708,16708211885.549276
2022-06-21,375.716814,78865.5589041095,18861100664.29965,16711385120.286634
2022-06-22,379.163981,78890.59726027388,18862469763.16459,16714558355.023993
2022-06-23,382.500562,78915.63561643826,18863838862.02953,16717731589.76135
2022-06-24,378.816408,78940.67397260264,18865207960.89447,16720904824.498709
2022-06-25,380.2099,78965.71232876703,18866577059.75941,16724078059.236067
2022-06-26,380.2099,78990.75068493141,18867946158.62435,16727251293.973425
2022-06-27,380.774848,79015.78904109579,18869315257.489292,16730424528.710783
2022-06-28,381.153241,79040.82739726017,18870684356.354233,16733597763.448141
2022-06-29,379.044141,79065.86575342456,18872053455.219173,16736770998.1855
2022-06-30,375.662353,79090.90410958894,18873422554.084114,16739944232.922857
2022-07-01,377.571524,79115.94246575332,18874791652.949055,16743117467.660215
2022-07-02,375.330005,79140.9808219177,18876160751.813995,16746290702.397573
2022-07-03,375.330005,79166.01917808209,18877529850.678936,16749463937.134932
2022-07-04,375.856749,79191.05753424647,18878898949.543877,16752637171.87229
2022-07-05,373.900457,79216.09589041086,18880268048.408817,16755810406.609648
2022-07-06,368.136353,79241.13424657524,18881637147.273758,16758983641.347006
2022-07-07,363.622788,79266.17260273962,18883006246.1387,16762156876.084364
2022-07-08,365.844433,79291.210958904,18884375345.00364,16765330110.821722
2022-07-09,369.882122,79316.24931506839,18885744443.86858,16768503345.55908
2022-07-10,369.584327,79341.28767123277,18887113542.73352,16771676580.296438
2022-07-11,369.584327,79366.32602739715,18888482641.59846,16774849815.033796
2022-07-12,363.583372,79391.36438356154,18889851740.4634,16778023049.771154
2022-07-13,363.415334,79416.40273972592,18891220839.328342,16781196284.508512
2022-07-14,358.46695,79441.4410958903,18892589938.193283,16784369519.24587
2022-07-15,361.475339,79466.47945205469,18893959037.058224,16787542753.983229
2022-07-16,363.280109,79491.51780821907,18895328135.923164,16790715988.720587
2022-07-17,362.546338,79516.55616438345,18896697234.788105,16793889223.457945
2022-07-18,362.867952,79541.59452054783,18898066333.653046,16797062458.195303
2022-07-19,363.053264,79566.63287671222,18899435432.517986,16800235692.932661
2022-07-20,366.334855,79591.6712328766,18900804531.382927,16803408927.67002
2022-07-21,366.265077,79616.70958904098,18902173630.247868,16806582162.407377
2022-07-22,370.596236,79641.74794520537,18903542729.11281,16809755397.144735
2022-07-23,367.983987,79666.78630136975,18904911827.97775,16812928631.882093
2022-07-24,366.170185,79691.82465753413,18906280926.84269,16816101866.619452
2022-07-25,365.830295,79716.86301369852,18907650025.70763,16819275101.35681
2022-07-26,362.666741,79741.9013698629,18909019124.57257,16822448336.094168
2022-07-27,359.930529,79766.93972602728,18910388223.43751,16825621570.831526
2022-07-28,367.027726,79791.97808219166,18911757322.302452,16828794805.568884
2022-07-29,372.098695,79817.01643835605,18913126421.167393,16831968040.306242
2022-07-30,366.608686,79842.05479452043,18914495520.032333,16835141275.0436
2022-07-31,366.608686,79867.09315068481,18915864618.897274,16838314509.780958
2022-08-01,366.60322,79892.1315068492,18917233717.762215,16841487744.518316
2022-08-02,367.497416,79917.16986301358,18918602816.627155,16844660979.255674
2022-08-03,370.574539,79942.20821917796,18919971915.492096,16847834213.993032
2022-08-04,362.362818,79967.24657534235,18921341014.357037,16851007448.73039
2022-08-05,369.427678,79992.28493150673,18922710113.221977,16854180683.467749
2022-08-06,366.653651,80017.32328767111,18924079212.086918,16857353918.205107
2022-08-07,368.381876,80042.3616438355,18925448310.95186,16860527152.942465
2022-08-08,367.876292,80067.39999999988,18926817409.8168,16863700387.679823
2022-08-09,367.351957,80092.43835616426,18928186508.68174,16866873622.417181
2022-08-10,367.471526,80117.47671232864,18929555607.54668,16870046857.15454
2022-08-11,367.844708,80142.51506849303,18930924706.41162,16873220091.891897
2022-08-12,374.244151,80167.55342465741,18932293805.27656,16876393326.629255
2022-08-13,369.414977,80192.5917808218,18933662904.141502,16879566561.366613
2022-08-14,369.414977,80217.63013698618,18935032003.006443,16882739796.103971
2022-08-15,369.329624,80242.66849315056,18936401101.871384,16885913030.84133
2022-08-16,368.859515,80267.70684931494,18937770200.736324,16889086265.578688
2022-08-17,371.345719,80292.74520547932,18939139299.601265,16892259500.316046
2022-08-18,366.59134,80317.78356164371,18940508398.466206,16895432735.053404
2022-08-19,363.123851,80342.82191780809,18941877497.331146,16898605969.790762
2022-08-20,361.595752,80367.86027397247,18943246596.196087,16901779204.52812
2022-08-21,362.078275,80392.89863013686,18944615695.061028,16904952439.265478
2022-08-22,361.834832,80417.93698630124,18945984793.92597,16908125674.002836
2022-08-23,357.488192,80442.97534246562,18947353892.79091,16911298908.740194
2022-08-24,363.889536,80468.01369863,18948722991.65585,16914472143.477552
2022-08-25,362.500954,80493.05205479439,18950092090.52079,16917645378.21491
2022-08-26,363.526014,80518.09041095877,18951461189.38573,16920818612.952269
2022-08-27,354.04267,80543.12876712315,18952830288.25067,16923991847.689627
2022-08-28,355.550784,80568.16712328754,18954199387.115612,16927165082.426985
2022-08-29,354.651447,80593.20547945192,18955568485.980553,16930338317.164343
2022-08-30,359.582596,80618.2438356163,18956937584.845493,16933511551.901701
2022-08-31,365.486614,80643.28219178069,18958306683.710434,16936684786.63906
2022-09-01,356.124173,80668.32054794507,18959675782.575375,16939858021.376417
2022-09-02,363.54801,80693.35890410945,18961044881.440315,16943031256.113775
2022-09-03,358.560806,80718.39726027384,18962413980.305256,16946204490.851133
