,Rate,Gdp,Import,Export
2022-05-27,128.200268,637595.2000000018,93988180014.27834,95339336187.27899
2022-05-28,128.268395,637631.3452054813,93968818633.51732,95285584776.4744
2022-05-29,128.268395,637667.4904109607,93949457252.7563,95231833365.6698
2022-05-30,128.262275,637703.6356164402,93930095871.99529,95178081954.8652
2022-05-31,129.267434,637739.7808219197,93910734491.23427,95124330544.06061
2022-06-01,129.004704,637775.9260273991,93891373110.47325,95070579133.25601
2022-06-02,128.17936,637812.0712328786,93872011729.71223,95016827722.45142
2022-06-03,129.490867,637848.2164383581,93852650348.95122,94963076311.64682
2022-06-04,129.359796,637884.3616438375,93833288968.1902,94909324900.84222
2022-06-05,129.359796,637920.506849317,93813927587.42918,94855573490.03763
2022-06-06,129.355578,637956.6520547965,93794566206.66817,94801822079.23303
2022-06-07,129.366953,637992.7972602759,93775204825.90715,94748070668.42844
2022-06-08,129.73261,638028.9424657554,93755843445.14613,94694319257.62384
2022-06-09,130.125453,638065.0876712349,93736482064.38512,94640567846.81924
2022-06-10,129.143227,638101.2328767143,93717120683.6241,94586816436.01465
2022-06-11,128.089926,638137.3780821938,93697759302.86308,94533065025.21005
2022-06-12,128.787416,638173.5232876732,93678397922.10207,94479313614.40546
2022-06-13,128.801606,638209.6684931527,93659036541.34105,94425562203.60086
2022-06-14,127.452068,638245.8136986322,93639675160.58003,94371810792.79626
2022-06-15,127.829514,638281.9589041116,93620313779.81902,94318059381.99167
2022-06-16,128.300001,638318.1041095911,93600952399.058,94264307971.18707
2022-06-17,129.576638,638354.2493150706,93581591018.29698,94210556560.38248
2022-06-18,128.95799,638390.39452055,93562229637.53596,94156805149.57788
2022-06-19,129.265183,638426.5397260295,93542868256.77495,94103053738.77328
2022-06-20,129.32441,638462.684931509,93523506876.01393,94049302327.96869
2022-06-21,129.26633,638498.8301369884,93504145495.25291,93995550917.1641
2022-06-22,130.246805,638534.9753424679,93484784114.4919,93941799506.3595
2022-06-23,130.91525,638571.1205479474,93465422733.73088,93888048095.5549
2022-06-24,130.537936,638607.2657534268,93446061352.96986,93834296684.7503
2022-06-25,131.184029,638643.4109589063,93426699972.20885,93780545273.94571
2022-06-26,131.184029,638679.5561643858,93407338591.44783,93726793863.14111
2022-06-27,131.157764,638715.7013698652,93387977210.68681,93673042452.33652
2022-06-28,131.942703,638751.8465753447,93368615829.9258,93619291041.53192
