,Rate,Gdp,Import,Export
2022-05-21,221.169757,15562.21917808213,,12369616562.707184
2022-05-22,221.169757,15568.249315068431,,12375703189.97764
2022-05-23,221.333514,15574.279452054732,,12381789817.248096
2022-05-24,223.501375,15580.309589041033,,12387876444.518553
2022-05-25,224.479741,15586.339726027334,,12393963071.78901
2022-05-26,223.869948,15592.369863013635,,12400049699.059465
2022-05-27,224.709359,15598.399999999936,,12406136326.329922
2022-05-28,224.483006,15604.430136986237,,12412222953.600378
2022-05-29,224.483006,15610.460273972538,,12418309580.870834
2022-05-30,224.34684,15616.490410958839,,12424396208.14129
2022-05-31,225.264496,15622.52054794514,,12430482835.411747
2022-06-01,224.531465,15628.55068493144,,12436569462.682203
2022-06-02,222.834922,15634.580821917742,,12442656089.95266
2022-06-03,224.93992,15640.610958904042,,12448742717.223116
2022-06-04,224.355928,15646.641095890343,,12454829344.493572
2022-06-05,224.712772,15652.671232876644,,12460915971.764029
2022-06-06,224.833312,15658.701369862945,,12467002599.034485
2022-06-07,223.589987,15664.731506849246,,12473089226.304941
2022-06-08,223.856932,15670.761643835547,,12479175853.575397
2022-06-09,224.066717,15676.791780821848,,12485262480.845854
2022-06-10,222.243078,15682.821917808149,,12491349108.11631
2022-06-11,220.264089,15688.85205479445,,12497435735.386766
2022-06-12,221.746757,15694.88219178075,,12503522362.657223
2022-06-13,221.104904,15700.912328767052,,12509608989.92768
2022-06-14,218.963595,15706.942465753353,,12515695617.198135
2022-06-15,218.241252,15712.972602739654,,12521782244.468592
2022-06-16,218.701895,15719.002739725955,,12527868871.739048
2022-06-17,220.647745,15725.032876712256,,12533955499.009504
2022-06-18,219.52661,15731.063013698556,,12540042126.27996
2022-06-19,220.023205,15737.093150684857,,12546128753.550417
2022-06-20,219.924838,15743.123287671158,,12552215380.820873
2022-06-21,220.187921,15749.15342465746,,12558302008.09133
2022-06-22,220.34692,15755.18356164376,,12564388635.361786
2022-06-23,221.060506,15761.213698630061,,12570475262.632242
