,Rate,Gdp,Import,Export
2022-11-13,9.004349,33743.882191780576,17155061479.452484,10566714521.44358
2022-11-14,8.970992,33749.43561643811,17152601041.096321,10567989183.809599
2022-11-15,9.036459,33754.98904109564,17150140602.740158,10569263846.175617
2022-11-16,9.058915,33760.54246575318,17147680164.383995,10570538508.541636
2022-11-17,9.092731,33766.09589041071,17145219726.027832,10571813170.907654
2022-11-18,9.067426,33771.64931506824,17142759287.671669,10573087833.273672
2022-11-19,9.044557,33777.20273972578,17140298849.315506,10574362495.63969
2022-11-20,9.044557,33782.75616438331,17137838410.959343,10575637158.005709
2022-11-21,9.025454,33788.309589040844,17135377972.60318,10576911820.371727
2022-11-22,8.970511,33793.86301369838,17132917534.247017,10578186482.737745
2022-11-23,9.031677,33799.41643835591,17130457095.890854,10579461145.103764
2022-11-24,9.108838,33804.969863013444,17127996657.53469,10580735807.469782
2022-11-25,9.103518,33810.52328767098,17125536219.178528,10582010469.8358
2022-11-26,9.108713,33816.07671232851,17123075780.822365,10583285132.201818
2022-11-27,9.108713,33821.630136986045,17120615342.466202,10584559794.567837
2022-11-28,9.075624,33827.18356164358,17118154904.110039,10585834456.933855
2022-11-29,9.062959,33832.73698630111,17115694465.753876,10587109119.299873
2022-11-30,9.049402,33838.290410958645,17113234027.397713,10588383781.665892
2022-12-01,9.125048,33843.84383561618,17110773589.04155,10589658444.03191
2022-12-02,9.198504,33849.39726027371,17108313150.685387,10590933106.397928
2022-12-03,9.22669,33854.950684931246,17105852712.329224,10592207768.763947
2022-12-04,9.223634,33860.50410958878,17103392273.97306,10593482431.129965
2022-12-05,9.229086,33866.05753424631,17100931835.616898,10594757093.495983
2022-12-06,9.185613,33871.610958903846,17098471397.260735,10596031755.862001
2022-12-07,9.15679,33877.16438356138,17096010958.904572,10597306418.22802
2022-12-08,9.196595,33882.71780821891,17093550520.548409,10598581080.594038
2022-12-09,9.235097,33888.27123287645,17091090082.192245,10599855742.960056
2022-12-10,9.228057,33893.82465753398,17088629643.836082,10601130405.326075
2022-12-11,9.235306,33899.37808219151,17086169205.47992,10602405067.692093
2022-12-12,9.212281,33904.93150684905,17083708767.123756,10603679730.058111
2022-12-13,9.215456,33910.48493150658,17081248328.767593,10604954392.42413
2022-12-14,9.294543,33916.038356164114,17078787890.41143,10606229054.790148
2022-12-15,9.345859,33921.59178082165,17076327452.055267,10607503717.156166
2022-12-16,9.313334,33927.14520547918,17073867013.699104,10608778379.522184
2022-12-17,9.275928,33932.698630136714,17071406575.342941,10610053041.888203
2022-12-18,9.305904,33938.25205479425,17068946136.986778,10611327704.254221
2022-12-19,9.301174,33943.80547945178,17066485698.630615,10612602366.62024
2022-12-20,9.27976,33949.358904109315,17064025260.274452,10613877028.986258
2022-12-21,9.301964,33954.91232876685,17061564821.91829,10615151691.352276
2022-12-22,9.280251,33960.46575342438,17059104383.562126,10616426353.718294
2022-12-23,9.274282,33966.019178081915,17056643945.205963,10617701016.084312
2022-12-24,9.331079,33971.57260273945,17054183506.8498,10618975678.45033
2022-12-25,9.33307,33977.12602739698,17051723068.493637,10620250340.816349
2022-12-26,9.333128,33982.679452054515,17049262630.137474,10621525003.182367
2022-12-27,9.309874,33988.23287671205,17046802191.781311,10622799665.548386
2022-12-28,9.310866,33993.78630136958,17044341753.425148,10624074327.914404
2022-12-29,9.303433,33999.339726027116,17041881315.068985,10625348990.280422
2022-12-30,9.330088,34004.89315068465,17039420876.712822,10626623652.64644
2022-12-31,9.387096,34010.44657534218,17036960438.356659,10627898315.012459
2023-01-01,9.387096,34016.0,17034500000.0,10629172977.3788
2023-01-02,9.362445,34019.61917808219,17038115178.082191,10631793893.654015
2023-01-03,9.338707,34023.23835616438,17041730356.164383,10634414809.92923
2023-01-04,9.236057,34026.85753424657,17045345534.246574,10637035726.204445
2023-01-05,9.287104,34030.47671232876,17048960712.328766,10639656642.47966
2023-01-06,9.215671,34034.09589041095,17052575890.410957,10642277558.754875
2023-01-07,9.338551,34037.71506849314,17056191068.493149,10644898475.03009
2023-01-08,9.338551,34041.33424657533,17059806246.57534,10647519391.305305
2023-01-09,9.401337,34044.95342465752,17063421424.657532,10650140307.58052
2023-01-10,9.389934,34048.57260273971,17067036602.739723,10652761223.855736
2023-01-11,9.403722,34052.1917808219,17070651780.821915,10655382140.13095
2023-01-12,9.428749,34055.81095890409,17074266958.904106,10658003056.406166
2023-01-13,9.499528,34059.43013698628,17077882136.986298,10660623972.681381
2023-01-14,9.492939,34063.04931506847,17081497315.06849,10663244888.956596
2023-01-15,9.460343,34066.66849315066,17085112493.15068,10665865805.231812
2023-01-16,9.446613,34070.28767123285,17088727671.232872,10668486721.507027
2023-01-17,9.478653,34073.90684931504,17092342849.315063,10671107637.782242
2023-01-18,9.446394,34077.52602739723,17095958027.397255,10673728554.057457
2023-01-19,9.444819,34081.14520547942,17099573205.479446,10676349470.332672
2023-01-20,9.482476,34084.76438356161,17103188383.561638,10678970386.607887
2023-01-21,9.515709,34088.3835616438,17106803561.64383,10681591302.883102
2023-01-22,9.516265,34092.00273972599,17110418739.72602,10684212219.158318
2023-01-23,9.510369,34095.62191780818,17114033917.808212,10686833135.433533
2023-01-24,9.519161,34099.24109589037,17117649095.890404,10689454051.708748
2023-01-25,9.523724,34102.86027397256,17121264273.972595,10692074967.983963
2023-01-26,9.558779,34106.47945205475,17124879452.054787,10694695884.259178
2023-01-27,9.544654,34110.09863013694,17128494630.136978,10697316800.534393
2023-01-28,9.515862,34113.71780821913,17132109808.21917,10699937716.809608
2023-01-29,9.518137,34117.33698630132,17135724986.301361,10702558633.084824
2023-01-30,9.516902,34120.95616438351,17139340164.383553,10705179549.360039
2023-01-31,9.492233,34124.5753424657,17142955342.465744,10707800465.635254
2023-02-01,9.502412,34128.19452054789,17146570520.547935,10710421381.91047
2023-02-02,9.63825,34131.81369863008,17150185698.630127,10713042298.185684
2023-02-03,9.533636,34135.43287671227,17153800876.712318,10715663214.4609
2023-02-04,9.47378,34139.05205479446,17157416054.79451,10718284130.736115
2023-02-05,9.562363,34142.67123287665,17161031232.876701,10720905047.01133
2023-02-06,9.526575,34146.29041095884,17164646410.958893,10723525963.286545
2023-02-07,9.387628,34149.90958904103,17168261589.041084,10726146879.56176
2023-02-08,9.387998,34153.52876712322,17171876767.123276,10728767795.836975
2023-02-09,9.374263,34157.14794520541,17175491945.205467,10731388712.11219
2023-02-10,9.383193,34160.7671232876,17179107123.287659,10734009628.387405
2023-02-11,9.363308,34164.38630136979,17182722301.36985,10736630544.66262
2023-02-12,9.360106,34168.00547945198,17186337479.45204,10739251460.937836
2023-02-13,9.334242,34171.62465753417,17189952657.534233,10741872377.21305
2023-02-14,9.39213,34175.24383561636,17193567835.616425,10744493293.488266
2023-02-15,9.389576,34178.86301369855,17197183013.698616,10747114209.763481
2023-02-16,9.376411,34182.48219178074,17200798191.780807,10749735126.038696
2023-02-17,9.329254,34186.10136986293,17204413369.863,10752356042.313911
2023-02-18,9.38201,34189.72054794512,17208028547.94519,10754976958.589127
2023-02-19,9.296015,34193.33972602731,17211643726.02738,10757597874.864342
2023-02-20,9.29029,34196.9589041095,17215258904.109573,10760218791.139557
2023-02-21,9.347032,34200.57808219169,17218874082.191765,10762839707.414772
2023-02-22,9.327459,34204.19726027388,17222489260.273956,10765460623.689987
2023-02-23,9.280332,34207.81643835607,17226104438.356148,10768081539.965202
2023-02-24,9.273824,34211.43561643826,17229719616.43834,10770702456.240417
2023-02-25,9.264971,34215.05479452045,17233334794.52053,10773323372.515633
2023-02-26,9.255867,34218.67397260264,17236949972.602722,10775944288.790848
2023-02-27,9.225599,34222.29315068483,17240565150.684914,10778565205.066063
2023-02-28,9.285931,34225.91232876702,17244180328.767105,10781186121.341278
2023-03-01,9.246157,34229.53150684921,17247795506.849297,10783807037.616493
2023-03-02,9.332859,34233.1506849314,17251410684.931488,10786427953.891708
2023-03-03,9.275483,34236.76986301359,17255025863.01368,10789048870.166924
2023-03-04,9.319793,34240.38904109578,17258641041.09587,10791669786.442139
2023-03-05,9.320685,34244.00821917797,17262256219.178062,10794290702.717354
2023-03-06,9.30711,34247.62739726016,17265871397.260254,10796911618.992569
2023-03-07,9.345817,34251.24657534235,17269486575.342445,10799532535.267784
2023-03-08,9.222703,34254.86575342454,17273101753.424637,10802153451.543
2023-03-09,9.230252,34258.48493150673,17276716931.50683,10804774367.818214
2023-03-10,9.272156,34262.10410958892,17280332109.58902,10807395284.09343
2023-03-11,9.277339,34265.72328767111,17283947287.67121,10810016200.368645
2023-03-12,9.279954,34269.3424657533,17287562465.753403,10812637116.64386
2023-03-13,9.309512,34272.96164383549,17291177643.835594,10815258032.919075
2023-03-14,9.384965,34276.58082191768,17294792821.917786,10817878949.19429
2023-03-15,9.385119,34280.19999999987,17298407999.999977,10820499865.469505
2023-03-16,9.269951,34283.81917808206,17302023178.08217,10823120781.74472
2023-03-17,9.292703,34287.43835616425,17305638356.16436,10825741698.019936
2023-03-18,9.374284,34291.05753424644,17309253534.24655,10828362614.29515
2023-03-19,9.276502,34294.67671232863,17312868712.328743,10830983530.570366
2023-03-20,9.217343,34298.29589041082,17316483890.410934,10833604446.845581
2023-03-21,9.378609,34301.915068493014,17320099068.493126,10836225363.120796
2023-03-22,9.427896,34305.534246575204,17323714246.575317,10838846279.396011
2023-03-23,9.515011,34309.153424657394,17327329424.65751,10841467195.671227
2023-03-24,9.463172,34312.772602739584,17330944602.7397,10844088111.946442
2023-03-25,9.441287,34316.391780821774,17334559780.82189,10846709028.221657
2023-03-26,9.442305,34320.010958903964,17338174958.904083,10849329944.496872
2023-03-27,9.429745,34323.630136986154,17341790136.986275,10851950860.772087
2023-03-28,9.452122,34327.249315068344,17345405315.068466,10854571777.047302
2023-03-29,9.474676,34330.868493150534,17349020493.150658,10857192693.322517
2023-03-30,9.483026,34334.487671232724,17352635671.23285,10859813609.597733
2023-03-31,9.54349,34338.106849314914,17356250849.31504,10862434525.872948
2023-04-01,9.491789,34341.726027397104,17359866027.397232,10865055442.148163
2023-04-02,9.491789,34345.345205479294,17363481205.479424,10867676358.423378
2023-04-03,9.435823,34348.964383561484,17367096383.561615,10870297274.698593
2023-04-04,9.547949,34352.583561643674,17370711561.643806,10872918190.973808
2023-04-05,9.608237,34356.202739725864,17374326739.725998,10875539107.249023
2023-04-06,9.5469,34359.821917808054,17377941917.80819,10878160023.524239
2023-04-07,9.547571,34363.441095890244,17381557095.89038,10880780939.799454
2023-04-08,9.623133,34367.060273972435,17385172273.972572,10883401856.074669
2023-04-09,9.554881,34370.679452054625,17388787452.054764,10886022772.349884
2023-04-10,9.481728,34374.298630136815,17392402630.136955,10888643688.6251
2023-04-11,9.522831,34377.917808219005,17396017808.219147,10891264604.900314
2023-04-12,9.556927,34381.536986301195,17399632986.30134,10893885521.17553
2023-04-13,9.61719,34385.156164383385,17403248164.38353,10896506437.450745
2023-04-14,9.668326,34388.775342465575,17406863342.46572,10899127353.72596
2023-04-15,9.723074,34392.394520547765,17410478520.547913,10901748270.001175
2023-04-16,9.675266,34396.013698629955,17414093698.630104,10904369186.27639
2023-04-17,9.570003,34399.632876712145,17417708876.712296,10906990102.551605
2023-04-18,9.561273,34403.252054794335,17421324054.794487,10909611018.82682
2023-04-19,9.608849,34406.871232876525,17424939232.87668,10912231935.102036
2023-04-20,9.588429,34410.490410958715,17428554410.95887,10914852851.37725
2023-04-21,9.593452,34414.109589040905,17432169589.04106,10917473767.652466
2023-04-22,9.704974,34417.728767123095,17435784767.123253,10920094683.927681
2023-04-23,9.704974,34421.347945205285,17439399945.205444,10922715600.202896
2023-04-24,9.608026,34424.967123287475,17443015123.287636,10925336516.478111
2023-04-25,9.642265,34428.586301369665,17446630301.369827,10927957432.753326
2023-04-26,9.602726,34432.205479451855,17450245479.45202,10930578349.028542
2023-04-27,9.669801,34435.824657534045,17453860657.53421,10933199265.303757
2023-04-28,9.653772,34439.443835616235,17457475835.6164,10935820181.578972
2023-04-29,9.735621,34443.063013698425,17461091013.698593,10938441097.854187
2023-04-30,9.608093,34446.682191780616,17464706191.780785,10941062014.129402
2023-05-01,9.509102,34450.301369862806,17468321369.862976,10943682930.404617
2023-05-02,9.586114,34453.920547944996,17471936547.945168,10946303846.679832
2023-05-03,9.616721,34457.539726027186,17475551726.02736,10948924762.955048
2023-05-04,9.692469,34461.158904109376,17479166904.10955,10951545679.230263
2023-05-05,9.641287,34464.778082191566,17482782082.191742,10954166595.505478
2023-05-06,9.809146,34468.397260273756,17486397260.273933,10956787511.780693
2023-05-07,9.809146,34472.016438355946,17490012438.356125,10959408428.055908
2023-05-08,9.643077,34475.635616438136,17493627616.438316,10962029344.331123
2023-05-09,9.614922,34479.254794520326,17497242794.520508,10964650260.606339
2023-05-10,9.602061,34482.873972602516,17500857972.6027,10967271176.881554
2023-05-11,9.618521,34486.493150684706,17504473150.68489,10969892093.156769
2023-05-12,9.547103,34490.112328766896,17508088328.767082,10972513009.431984
