,Rate,Gdp,Import,Export
2022-03-15,8.425666,97391.99999999987,33766149458.893414,17980727911.999878
2022-03-16,8.441178,97416.1232876711,33763783255.32129,17978538872.438232
2022-03-17,8.484995,97440.24657534233,33761417051.749165,17976349832.876587
2022-03-18,8.55843,97464.36986301356,33759050848.17704,17974160793.31494
2022-03-19,8.521033,97488.4931506848,33756684644.604916,17971971753.753296
2022-03-20,8.521033,97512.61643835602,33754318441.03279,17969782714.19165
2022-03-21,8.509317,97536.73972602726,33751952237.460667,17967593674.630005
2022-03-22,8.477247,97560.86301369849,33749586033.888542,17965404635.06836
2022-03-23,8.466056,97584.98630136972,33747219830.316418,17963215595.506714
2022-03-24,8.447219,97609.10958904095,33744853626.744293,17961026555.94507
2022-03-25,8.472232,97633.23287671218,33742487423.17217,17958837516.383423
2022-03-26,8.450906,97657.35616438341,33740121219.600044,17956648476.821777
2022-03-27,8.471601,97681.47945205464,33737755016.02792,17954459437.26013
2022-03-28,8.451634,97705.60273972587,33735388812.455795,17952270397.698486
2022-03-29,8.508155,97729.7260273971,33733022608.88367,17950081358.13684
2022-03-30,8.570499,97753.84931506834,33730656405.311546,17947892318.575195
2022-03-31,8.508315,97777.97260273957,33728290201.73942,17945703279.01355
2022-04-01,8.492661,97802.0958904108,33725923998.167297,17943514239.451904
2022-04-02,8.506165,97826.21917808203,33723557794.595173,17941325199.89026
2022-04-03,8.50619,97850.34246575326,33721191591.02305,17939136160.328613
2022-04-04,8.429694,97874.46575342449,33718825387.450924,17936947120.766968
2022-04-05,8.378634,97898.58904109572,33716459183.8788,17934758081.205322
2022-04-06,8.379859,97922.71232876695,33714092980.306675,17932569041.643677
2022-04-07,8.375712,97946.83561643818,33711726776.73455,17930380002.08203
2022-04-08,8.367298,97970.95890410942,33709360573.162426,17928190962.520386
2022-04-09,8.356163,97995.08219178065,33706994369.5903,17926001922.95874
2022-04-10,8.356163,98019.20547945188,33704628166.018177,17923812883.397095
2022-04-11,8.363627,98043.32876712311,33702261962.446053,17921623843.83545
2022-04-12,8.358587,98067.45205479434,33699895758.873928,17919434804.273804
2022-04-13,8.307291,98091.57534246557,33697529555.301804,17917245764.71216
2022-04-14,8.304126,98115.6986301368,33695163351.72968,17915056725.150513
2022-04-15,8.281488,98139.82191780803,33692797148.157555,17912867685.588867
2022-04-16,8.357237,98163.94520547926,33690430944.58543,17910678646.02722
2022-04-17,8.357237,98188.0684931505,33688064741.013306,17908489606.465576
2022-04-18,8.351925,98212.19178082173,33685698537.44118,17906300566.90393
2022-04-20,8.271187,98260.43835616419,33680966130.296932,17901922487.78064
2022-04-21,8.31678,98284.56164383542,33678599926.724808,17899733448.218994
2022-04-22,8.347721,98308.68493150665,33676233723.152683,17897544408.65735
