,Rate,Gdp,Import,Export
2022-03-13,0.411165,46406.25753424681,32934736228.504868,43755602593.99599
2022-03-14,0.411287,46405.52876712353,32932846837.65672,43743998105.50867
2022-03-15,0.41263,46404.80000000024,32930957446.80857,43732393617.02135
2022-03-16,0.413196,46404.07123287696,32929068055.960423,43720789128.53403
2022-03-17,0.416398,46403.342465753674,32927178665.112274,43709184640.04671
2022-03-18,0.418571,46402.61369863039,32925289274.264126,43697580151.55939
2022-03-19,0.416802,46401.884931507106,32923399883.415977,43685975663.07207
2022-03-20,0.416802,46401.15616438382,32921510492.56783,43674371174.58475
2022-03-21,0.416229,46400.42739726054,32919621101.71968,43662766686.09743
2022-03-22,0.414772,46399.69863013725,32917731710.871532,43651162197.61011
2022-03-23,0.41563,46398.96986301397,32915842320.023384,43639557709.12279
2022-03-24,0.414529,46398.241095890684,32913952929.175236,43627953220.63547
2022-03-25,0.415147,46397.5123287674,32912063538.327087,43616348732.14815
2022-03-26,0.414118,46396.783561644115,32910174147.47894,43604744243.66083
2022-03-27,0.415346,46396.05479452083,32908284756.63079,43593139755.17351
2022-03-28,0.414632,46395.32602739755,32906395365.782642,43581535266.68619
2022-03-29,0.417661,46394.59726027426,32904505974.934494,43569930778.19887
2022-03-30,0.420493,46393.86849315098,32902616584.086346,43558326289.71155
2022-03-31,0.417841,46393.13972602769,32900727193.238197,43546721801.22423
2022-04-01,0.416417,46392.41095890441,32898837802.39005,43535117312.73691
2022-04-02,0.416947,46391.682191781125,32896948411.5419,43523512824.24959
2022-04-03,0.416949,46390.95342465784,32895059020.693752,43511908335.76227
2022-04-04,0.413815,46390.224657534556,32893169629.845604,43500303847.27495
2022-04-05,0.411159,46389.49589041127,32891280238.997456,43488699358.78763
2022-04-06,0.411452,46388.76712328799,32889390848.149307,43477094870.30031
2022-04-07,0.411272,46388.0383561647,32887501457.30116,43465490381.81299
2022-04-08,0.409519,46387.30958904142,32885612066.45301,43453885893.32567
2022-04-09,0.410156,46386.580821918134,32883722675.604862,43442281404.83835
2022-04-10,0.410156,46385.85205479485,32881833284.756714,43430676916.35103
2022-04-11,0.410522,46385.123287671566,32879943893.908566,43419072427.86371
2022-04-12,0.410273,46384.39452054828,32878054503.060417,43407467939.37639
2022-04-13,0.408215,46383.665753425,32876165112.21227,43395863450.88907
