,Rate,Gdp,Import,Export
2022-03-30,1628.265175,283897.68493150594,72186613496.64835,122443270144.14062
2022-03-31,1617.898837,283850.39726027305,72215569606.1322,122390593668.50586
2022-04-01,1612.350306,283803.10958904016,72244525715.61606,122337917192.8711
2022-04-02,1615.473183,283755.8219178073,72273481825.09991,122285240717.23633
2022-04-03,1615.478012,283708.5342465744,72302437934.58377,122232564241.60156
2022-04-04,1602.532709,283661.2465753415,72331394044.06763,122179887765.9668
2022-04-05,1592.043702,283613.9589041086,72360350153.55148,122127211290.33203
2022-04-06,1593.278331,283566.6712328757,72389306263.03534,122074534814.69727
2022-04-07,1592.489824,283519.38356164284,72418262372.5192,122021858339.0625
2022-04-08,1590.096337,283472.09589040995,72447218482.00305,121969181863.42773
2022-04-09,1587.870551,283424.80821917707,72476174591.48691,121916505387.79297
2022-04-10,1587.870551,283377.5205479442,72505130700.97076,121863828912.1582
2022-04-11,1589.288718,283330.2328767113,72534086810.45462,121811152436.52344
2022-04-12,1588.579878,283282.9452054784,72563042919.93848,121758475960.88867
2022-04-13,1580.514386,283235.6575342455,72591999029.42233,121705799485.2539
2022-04-14,1580.210448,283188.36986301263,72620955138.90619,121653123009.61914
2022-04-15,1578.019666,283141.08219177974,72649911248.39005,121600446533.98438
2022-04-16,1578.898988,283093.79452054686,72678867357.8739,121547770058.34961
2022-04-17,1578.898988,283046.50684931397,72707823467.35776,121495093582.71484
2022-04-18,1591.356596,282999.2191780811,72736779576.84161,121442417107.08008
2022-04-20,1575.825877,282904.6438356153,72794691795.80933,121337064155.81055
2022-04-21,1584.063159,282857.3561643824,72823647905.29318,121284387680.17578
2022-04-22,1590.220893,282810.06849314953,72852604014.77704,121231711204.54102
2022-04-23,1576.707208,282762.78082191665,72881560124.2609,121179034728.90625
2022-04-24,1580.443389,282715.49315068376,72910516233.74475,121126358253.27148
2022-04-25,1581.195497,282668.2054794509,72939472343.2286,121073681777.63672
2022-04-26,1564.776304,282620.917808218,72968428452.71246,121021005302.00195
2022-04-27,1553.456067,282573.6301369851,72997384562.19632,120968328826.36719
2022-04-28,1540.01965,282526.3424657522,73026340671.68018,120915652350.73242
2022-04-29,1534.773386,282479.0547945193,73055296781.16403,120862975875.09766
2022-04-30,1539.515322,282431.76712328644,73084252890.64789,120810299399.46289
2022-05-01,1539.515322,282384.47945205355,73113209000.13174,120757622923.82812
2022-05-02,1537.287109,282337.19178082066,73142165109.6156,120704946448.19336
2022-05-03,1535.759759,282289.9041095878,73171121219.09946,120652269972.5586
2022-05-04,1536.437619,282242.6164383549,73200077328.58331,120599593496.92383
2022-05-05,1551.491004,282195.328767122,73229033438.06717,120546917021.28906
2022-05-06,1538.234261,282148.0410958891,73257989547.55103,120494240545.6543
2022-05-07,1540.018999,282100.7534246562,73286945657.03488,120441564070.01953
2022-05-08,1540.018999,282053.46575342334,73315901766.51874,120388887594.38477
2022-05-09,1536.906735,282006.17808219045,73344857876.0026,120336211118.75
2022-05-10,1541.335944,281958.89041095757,73373813985.48645,120283534643.11523
2022-05-11,1537.732436,281911.6027397247,73402770094.9703,120230858167.48047
2022-05-12,1534.935036,281864.3150684918,73431726204.45416,120178181691.8457
2022-05-13,1515.372409,281817.0273972589,73460682313.93802,120125505216.21094
2022-05-14,1519.961859,281769.739726026,73489638423.42188,120072828740.57617
2022-05-15,1519.961859,281722.45205479313,73518594532.90573,120020152264.9414
2022-05-16,1518.459507,281675.16438356024,73547550642.38959,119967475789.30664
2022-05-17,1525.313985,281627.87671232736,73576506751.87344,119914799313.67188
2022-05-18,1540.719059,281580.58904109447,73605462861.3573,119862122838.03711
2022-05-19,1528.779111,281533.3013698616,73634418970.84116,119809446362.40234
2022-05-20,1543.790683,281486.0136986287,73663375080.32501,119756769886.76758
2022-05-21,1542.11709,281438.7260273958,73692331189.80887,119704093411.13281
2022-05-22,1542.11709,281391.4383561629,73721287299.29272,119651416935.49805
2022-05-23,1543.258889,281344.15068493003,73750243408.77658,119598740459.86328
2022-05-24,1559.529173,281296.86301369715,73779199518.26044,119546063984.22852
2022-05-25,1565.565352,281249.57534246426,73808155627.7443,119493387508.59375
2022-05-26,1561.823108,281202.2876712314,73837111737.22815,119440711032.95898
2022-05-27,1567.330396,281154.9999999985,73866067846.712,119388034557.32422
2022-05-28,1567.356053,281107.7123287656,73895023956.19586,119335358081.68945
2022-05-29,1567.356053,281060.4246575327,73923980065.67972,119282681606.05469
2022-05-30,1566.405329,281013.1369862998,73952936175.16357,119230005130.41992
2022-05-31,1571.418994,280965.84931506694,73981892284.64743,119177328654.78516
2022-06-01,1567.061857,280918.56164383405,74010848394.13129,119124652179.15039
2022-06-02,1555.842484,280871.27397260116,74039804503.61514,119071975703.51562
2022-06-03,1568.780736,280823.9863013683,74068760613.099,119019299227.88086
2022-06-04,1564.559517,280776.6986301354,74097716722.58286,118966622752.2461
2022-06-05,1567.61934,280729.4109589025,74126672832.06671,118913946276.61133
2022-06-06,1568.460239,280682.1232876696,74155628941.55057,118861269800.97656
2022-06-07,1560.730377,280634.8356164367,74184585051.03442,118808593325.3418
2022-06-08,1561.21275,280587.54794520384,74213541160.51828,118755916849.70703
2022-06-09,1563.131859,280540.26027397095,74242497270.00214,118703240374.07227
2022-06-10,1550.40038,280492.97260273807,74271453379.486,118650563898.4375
